,hid,hh_adults,hh_adolescents,hh_child,hh_youngchild,hhcount,hh_hhhjobstatus,hh_hhhjob,hh_hhhage,hh_hhheducation,hh_hhhsleep,hh_numberincome,hh_income,hh_hhnumber,hh_primary,hh_foodmonth,hh_food2weeks,hh_povertystep,hh_rooms,hh_floor,hh_toiletaway,hh_bathwater,hh_lights,hh_food1,hh_food2,hh_food3,hh_food4,hh_food6,hh_food7,hh_food8,hh_food9,hh_food10,hh_marketveg,hh_marketfruit,hh_manureanimal,hh_eating1,hh_hsbill,hh_hsbdiarrh,hh_hsbfever,hh_hsbcough,hh_hsbseverill,hh_andrugadvice,hh_anvac,hh_anabx,new_hhid,geometry
175,HH245VC,2,0,2,0,4,Self employed ,Sales and service ,42.362765229295,PSLC ,Mattress on floor  ,2,20000,More than 5,0,Sometimes,Sometimes,1,3,Sand/soil,Use public toilet ,"Surface water from river, lake or pond ",No,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Several times a week ,Chirimba market,Chirimba market,Nothing ,Hand feeding (other caregiver) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,175,POINT (3897073.023121613 -1768012.490405972)
176,HH219ZC,2,0,0,0,2,Other,Clerical Technical / managerial ,61.75770020533881,MSCE ,Bed and Matress ,1,150000,One (respondents) ,0,Never,Never,3,6,Cement,Use public toilet ,Tube well / borehole ,No,Never ,Never ,About once a week ,Several times a week ,Daily,Never ,Daily,Never ,Never ,Ngumbe market,Ngumbe market,Nothing ,Self-feeding with hands ,Health centre (gov) ,Other (specify),Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Cure sick animals ,Cure sick animals ,176,POINT (3894133.327157151 -1768246.667161052)
177,HH249NC,6,1,1,0,8,Self employed ,Sales and service ,55.893223819301845,JCE  ,Bed and Matress ,2,150000,One (respondents) ,1,Never,Never,4,6,Cement,Wait till I get home ,Piped into dwelling ,"Yes, electric lights ",Several times a week ,Never ,Less than once a week ,About once a week ,Less than once a week ,Several times a week ,Several times a week ,Less than once a week ,Never ,Chatha market,Chatha market,Sweep it into the bush ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,177,POINT (3897547.405565656 -1772354.118607823)
178,HH253VC,2,2,1,1,6,Paid employee ,Clerical Technical / managerial ,47.51266255989049,PSLC ,Mattress (GRASS) on floor  ,1,30000,Two ,3,Often,Often,1,3,Sand/soil,Borrow a toilet close by ,"Surface water from river, lake or pond ",No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,About once a week ,Never ,Less than once a week ,Ngumbe market,Ngumbe market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Prevent animals from becoming sick ,Fattening / increased growth ,178,POINT (3895978.936204288 -1770189.110561776)
179,HH270TC,3,2,1,0,6,Paid employee ,Unskilled manual ,49.360711841204655,PSLC ,Mattress on floor  ,1,50000,One (respondents) ,1,Sometimes,Sometimes,2,3,Sand/soil,Borrow a toilet close by ,Public tap / Standpipe ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Several times a week ,Chirimba market,Chirimba market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,179,POINT (3896999.722758999 -1770823.808408727)
180,HH2420C,2,3,1,0,6,Self employed ,Skilled manual ,63.252566735112936,PSLC ,Bed and Matress ,2,30000,One (respondents) ,3,Never,Never,2,4,Cement,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Never ,About once a week ,Less than once a week ,Daily,Less than once a week ,Less than once a week ,Never ,Several times a week ,Chirimba market,Chirimba market,Use it as manure ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Farmers or other households ,Prevent animals from becoming sick ,Cure sick animals ,180,POINT (3894523.290124915 -1768200.26321638)
181,HH270TC,3,2,1,0,6,Paid employee ,Unskilled manual ,49.360711841204655,PSLC ,Mattress on floor  ,1,50000,One (respondents) ,1,Sometimes,Sometimes,2,3,Sand/soil,Borrow a toilet close by ,Public tap / Standpipe ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Several times a week ,Chirimba market,Chirimba market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,181,POINT (3897229.501459134 -1772413.279573615)
182,HH286DC,3,3,0,0,6,Paid employee ,Domestic service ,39.37577002053388,PSLC ,Cloth / Sack on floor  ,1,50000,Four ,2,Sometimes,Sometimes,3,3,Cement,Wait till I get home ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Never ,Never ,About once a week ,About once a week ,Never ,Several times a week ,,Chilika market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,182,POINT (3896314.814937859 -1769945.013238807)
183,HH2969C,2,0,0,0,2,Self employed ,Skilled manual ,40.73100616016427,PSLC ,Cloth / Sack on floor  ,1,30000,One (respondents) ,0,Sometimes,Sometimes,2,2,Cement,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Several times a week ,About once a week ,Less than once a week ,Several times a week ,Chirimba market,Chirimba market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,183,POINT (3898366.98418466 -1771885.980331826)
184,HH2340C,2,2,0,0,4,Self employed ,Skilled manual ,31.84394250513347,Non-University Diploma ,Bed and Matress ,1,70000,Four ,2,Never,Never,3,4,Cement,Borrow a toilet close by ,Tube well / borehole ,"Yes, electric lights ",Less than once a week ,Never ,About once a week ,Less than once a week ,Daily,Never ,Daily,Daily,Several times a week ,Ngumbe market,Ngumbe market,Nothing ,Hand feeding (other caregiver) ,Health centre (gov) ,Private pharmacy / drug store ,Private pharmacy / drug store ,Health centre (gov) ,Health centre (gov) ,The vets ,Cure sick animals and prevent them from becoming sick ,Prevent animals from becoming sick ,184,POINT (3895067.07371194 -1769134.742420273)
185,HH219ZC,2,0,0,0,2,Other,Clerical Technical / managerial ,61.75770020533881,MSCE ,Bed and Matress ,1,150000,One (respondents) ,0,Never,Never,3,6,Cement,Use public toilet ,Tube well / borehole ,No,Never ,Never ,About once a week ,Several times a week ,Daily,Never ,Daily,Never ,Never ,Ngumbe market,Ngumbe market,Nothing ,Self-feeding with hands ,Health centre (gov) ,Other (specify),Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Cure sick animals ,Cure sick animals ,185,POINT (3897298.500750192 -1768159.338867944)
186,HH263RC,3,1,0,0,4,Unemployed ,,97.77686516084873,PSLC ,Bed and Matress ,3,10000,Five ,0,Sometimes,Sometimes,1,3,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,Never ,Never ,Never ,Less than once a week ,Never ,Never ,Less than once a week ,Never ,Less than once a week ,,Ngumbe market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,186,POINT (3896463.695123682 -1771912.204469588)
187,HH248PC,3,3,0,0,6,Self employed ,Skilled manual ,41.31690622861054,MSCE ,Mattress (GRASS) on floor  ,2,24000,Two ,3,Sometimes,Sometimes,1,3,Cement,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Several times a week ,Never ,Several times a week ,Never ,Several times a week ,10 miles market,10 miles market,Put it in the refuse pit ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Cure sick animals and prevent them from becoming sick ,Fattening / increased growth ,187,POINT (3895908.342103192 -1767532.8676504)
188,HH2404C,3,0,0,0,3,Self employed ,Sales and service ,53.78507871321013,MSCE ,Bed and Matress ,2,70000,One (respondents) ,0,Never,Never,4,9,Cement,Use public toilet ,Piped into dwelling ,"Yes, electric lights ",Never ,Never ,Several times a week ,Several times a week ,Several times a week ,Several times a week ,Less than once a week ,Less than once a week ,Never ,Ndirande market,Ndirande market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,188,POINT (3896081.288910056 -1770737.270584204)
189,HH245VC,2,0,2,0,4,Self employed ,Sales and service ,42.362765229295,PSLC ,Mattress on floor  ,2,20000,More than 5,0,Sometimes,Sometimes,1,3,Sand/soil,Use public toilet ,"Surface water from river, lake or pond ",No,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Several times a week ,Chirimba market,Chirimba market,Nothing ,Hand feeding (other caregiver) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,189,POINT (3896692.215289481 -1769584.126560004)
190,HH248PC,3,3,0,0,6,Self employed ,Skilled manual ,41.31690622861054,MSCE ,Mattress (GRASS) on floor  ,2,24000,Two ,3,Sometimes,Sometimes,1,3,Cement,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Several times a week ,Never ,Several times a week ,Never ,Several times a week ,10 miles market,10 miles market,Put it in the refuse pit ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Cure sick animals and prevent them from becoming sick ,Fattening / increased growth ,190,POINT (3895800.763793224 -1769065.054668141)
191,HH268HC,2,1,1,1,5,Paid domestic worker ,Unskilled manual ,33.385352498288846,MSCE ,Bed and Matress ,1,20000,More than 5,1,Sometimes,Sometimes,2,5,Cement,Borrow a toilet close by ,Piped outside dwelling ,No,Less than once a week ,Never ,About once a week ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Several times a week ,Ngumbe market,Ngumbe market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,191,POINT (3896801.392432111 -1767670.41409608)
192,HH239RC,3,1,0,0,4,Paid employee ,Healthcare ,46.299794661190965,MSCE ,Bed and Matress ,2,15000,More than 5,1,Never,Never,5,8,Cement,Use public toilet ,Piped into dwelling ,"Yes, electric lights ",About once a week ,Never ,About once a week ,Never ,About once a week ,Never ,Several times a week ,Less than once a week ,Never ,Chirimba market,Chirimba market,Use it as manure ,Hand feeding (other caregiver) ,Other hospital (private) ,Health centre (private) ,Health centre (private) ,Health centre (private) ,Health centre (private) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,192,POINT (3897459.369817558 -1772456.23875747)
193,HH256PC,2,1,0,1,4,Self employed ,Unskilled manual ,31.824777549623544,PSLC ,Mattress (GRASS) on floor  ,1,20000,One (respondents) ,0,Often,Often,2,2,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,About once a week ,Jere trading center,Jere trading center,Nothing ,Hand feeding (other caregiver) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Prevent animals from becoming sick ,Fattening / increased growth ,193,POINT (3893884.74570638 -1768161.131099443)
194,HH2969C,2,0,0,0,2,Self employed ,Skilled manual ,40.73100616016427,PSLC ,Cloth / Sack on floor  ,1,30000,One (respondents) ,0,Sometimes,Sometimes,2,2,Cement,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Several times a week ,About once a week ,Less than once a week ,Several times a week ,Chirimba market,Chirimba market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,194,POINT (3895714.173927358 -1770069.706709183)
195,HH279BC,2,0,1,0,3,Self employed ,Sales and service ,34.60917180013689,University Diploma/Degree  ,Bed and Matress ,0,270000,Three ,0,Never,Never,6,10,Cement,Wait till I get home ,Piped outside dwelling ,"Yes, electric lights ",Several times a week ,Never ,Several times a week ,Several times a week ,Several times a week ,Several times a week ,Several times a week ,Several times a week ,Never ,Gumbe,Ngumbe,Sweep it into the bush ,Hand feeding (mother) ,Other hospital (private) ,Other hospital (private) ,Other hospital (private) ,Other hospital (private) ,Other hospital (private) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,195,POINT (3896186.335547564 -1768100.994808533)
196,HH279BC,2,0,1,0,3,Self employed ,Sales and service ,34.60917180013689,University Diploma/Degree  ,Bed and Matress ,0,270000,Three ,0,Never,Never,6,10,Cement,Wait till I get home ,Piped outside dwelling ,"Yes, electric lights ",Several times a week ,Never ,Several times a week ,Several times a week ,Several times a week ,Several times a week ,Several times a week ,Several times a week ,Never ,Gumbe,Ngumbe,Sweep it into the bush ,Hand feeding (mother) ,Other hospital (private) ,Other hospital (private) ,Other hospital (private) ,Other hospital (private) ,Other hospital (private) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,196,POINT (3895866.27531364 -1768586.176419338)
197,HH2308C,2,2,2,0,6,Unemployed ,,81.782340862423,PSLC ,Bed & Matress (GRASS)  ,1,70000,Three ,3,Often,Often,1,3,Cement,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Several times a week ,Less than once a week ,Less than once a week ,Never ,Daily,Pa 10 MILES,Pa 10 Miles,Nothing ,Hand feeding (other caregiver) ,Health centre (gov) ,Private pharmacy / drug store ,Private pharmacy / drug store ,Health centre (gov) ,Health centre (gov) ,The vets ,Unsure,Unsure,197,POINT (3896142.274536428 -1769664.81523866)
198,HH246TC,3,4,0,0,7,Paid domestic worker ,Unskilled manual ,45.8590006844627,PSLC ,Bed and Matress ,1,40000,More than 5,4,Sometimes,Sometimes,3,5,Cement,Use public toilet ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Several times a week ,Ngumbe market,Ngumbe market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Nowhere,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,198,POINT (3897357.713202545 -1771946.993060024)
199,HH270TC,3,2,1,0,6,Paid employee ,Unskilled manual ,49.360711841204655,PSLC ,Mattress on floor  ,1,50000,One (respondents) ,1,Sometimes,Sometimes,2,3,Sand/soil,Borrow a toilet close by ,Public tap / Standpipe ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Several times a week ,Chirimba market,Chirimba market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,199,POINT (3895501.108421995 -1768207.80871573)
