,hid,hh_adults,hh_adolescents,hh_child,hh_youngchild,hhcount,hh_hhhjobstatus,hh_hhhjob,hh_hhhage,hh_hhheducation,hh_hhhsleep,hh_numberincome,hh_income,hh_hhnumber,hh_primary,hh_foodmonth,hh_food2weeks,hh_povertystep,hh_rooms,hh_floor,hh_toiletaway,hh_bathwater,hh_lights,hh_food1,hh_food2,hh_food3,hh_food4,hh_food6,hh_food7,hh_food8,hh_food9,hh_food10,hh_marketveg,hh_marketfruit,hh_manureanimal,hh_eating1,hh_hsbill,hh_hsbdiarrh,hh_hsbfever,hh_hsbcough,hh_hsbseverill,hh_andrugadvice,hh_anvac,hh_anabx,new_hhid,geometry
458,HH485XK,2,1,1,0,4,Self employed ,Unskilled manual ,23.446954140999317,None ,Mattress (GRASS) on floor  ,2,20000,One (respondents) ,1,Never,Never,2,4,Sand/soil,Use public toilet ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,About once a week ,Never ,About once a week ,Less than once a week ,About once a week ,Mnthumba,Mnthumba,Sweep it into the bush ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,My own judgement? ,Cure sick animals ,Cure sick animals ,458,POINT (3871884.705117907 -1803413.984009212)
459,HH436HK,3,0,0,0,3,Paid employee ,Unskilled manual ,60.53661875427789,None ,Cloth / Sack on floor  ,1,30,Four ,1,Sometimes,Never,1,4,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, solar powered lights ",Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Several times a week ,Never ,Less than once a week ,About once a week ,,,Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Cure sick animals ,459,POINT (3868738.160082475 -1798119.809636515)
460,HH478YK,2,2,0,0,4,Unemployed ,,32.11772758384668,PSLC ,Mattress (GRASS) on floor  ,1,3000,More than 5,2,Often,Sometimes,4,3,Sand/soil,Wait till I get home ,Tube well / borehole ,No,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Mobile market,people's gardens,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,460,POINT (3865500.358573386 -1809241.53722293)
461,HH4817K,3,1,0,0,4,Self employed ,Unskilled manual ,52.21629021218344,PSLC ,Mattress (GRASS) on floor  ,2,4000,One (respondents) ,2,Often,Sometimes,1,3,Sand/soil,Urinate/defaecate in the open ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,About once a week ,Less than once a week ,Several times a week ,Dyelatu,Dyelatu,Nothing ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,461,POINT (3867038.547345518 -1811298.339917522)
462,HH440PK,2,0,1,0,3,Unemployed ,,30.68583162217659,PSLC ,Bed alone  ,0,10000,Three ,0,Sometimes,Never,2,3,Cement,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,Less than once a week ,Less than once a week ,About once a week ,Never ,Less than once a week ,About once a week ,About once a week ,Dyeratu,Dyeratu,Sweep it into the bush ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,462,POINT (3871839.255134736 -1807353.771367272)
463,HH430TK,2,1,0,0,3,Unemployed ,,58.76522929500342,None ,Cloth / Sack on floor  ,0,5000,Four ,1,Sometimes,Sometimes,1,3,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Never ,DYERATU,DYERATU,Sweep it into the bush ,Self-feeding with spoon ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,My own judgement? ,Cure sick animals ,Unsure,463,POINT (3871851.705117907 -1803491.984009212)
464,HH4577K,2,3,1,0,6,Unemployed ,,32.70636550308008,PSLC ,Cloth / Sack on floor  ,0,3000,Four ,3,Often,Sometimes,1,2,Sand/soil,Use public toilet ,Piped outside dwelling ,"Yes, gas powered lights ",Never ,Less than once a week ,About once a week ,Never ,Several times a week ,Never ,Less than once a week ,Never ,Less than once a week ,Chikwawa,Chikwawa,Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,464,POINT (3871830.705117907 -1803490.984009212)
465,HH440PK,2,0,1,0,3,Unemployed ,,30.68583162217659,PSLC ,Bed alone  ,0,10000,Three ,0,Sometimes,Never,2,3,Cement,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,Less than once a week ,Less than once a week ,About once a week ,Never ,Less than once a week ,About once a week ,About once a week ,Dyeratu,Dyeratu,Sweep it into the bush ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,465,POINT (3871713.55183964 -1803083.755862434)
466,HH415RK,1,0,0,1,2,Self employed ,Sales and service ,29.697467488021903,JCE  ,Bed and Matress ,1,40000,Three ,0,Sometimes,Sometimes,3,3,Cement,Borrow a toilet close by ,Piped outside dwelling ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,Never ,Never ,Never ,Less than once a week ,,,Sweep it into the bush ,Self-feeding with hands ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Unsure,466,POINT (3868722.160082475 -1798174.809636515)
467,HH4593K,2,2,0,0,4,Unemployed ,,46.89664613278576,None ,Cloth / Sack on floor  ,0,10000,Five ,1,Sometimes,Never,2,3,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Less than once a week ,Never ,Less than once a week ,About once a week ,Less than once a week ,Several times a week ,About once a week ,Never ,About once a week ,DYERATU,DYERATU,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The animal health workers ,Cure sick animals ,Cure sick animals ,467,POINT (3867462.111544817 -1807498.165481005)
468,HH440PK,2,0,1,0,3,Unemployed ,,30.68583162217659,PSLC ,Bed alone  ,0,10000,Three ,0,Sometimes,Never,2,3,Cement,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,Less than once a week ,Less than once a week ,About once a week ,Never ,Less than once a week ,About once a week ,About once a week ,Dyeratu,Dyeratu,Sweep it into the bush ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,468,POINT (3871143.380989288 -1800289.051320676)
469,HH451JK,2,0,1,1,4,Unemployed ,,34.12731006160164,PSLC ,Mattress (GRASS) on floor  ,1,10000,More than 5,0,Sometimes,Sometimes,2,5,Sand/soil,Urinate/defaecate in the open ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,Never ,Less than once a week ,Never ,Less than once a week ,,In the village,Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,469,POINT (3868806.446003425 -1798566.646420583)
470,HH451JK,2,0,1,1,4,Unemployed ,,34.12731006160164,PSLC ,Mattress (GRASS) on floor  ,1,10000,More than 5,0,Sometimes,Sometimes,2,5,Sand/soil,Urinate/defaecate in the open ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,Never ,Less than once a week ,Never ,Less than once a week ,,In the village,Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,470,POINT (3872535.519911161 -1805957.12613542)
471,HH433NK,3,3,0,0,6,Paid employee ,Unskilled manual ,60.435318275154,PSLC ,Bed and Matress ,1,30000,Two ,2,Sometimes,Never,3,4,Sand/soil,Borrow a toilet close by ,Piped outside dwelling ,"Yes, gas powered lights ",Less than once a week ,Never ,Less than once a week ,Less than once a week ,Several times a week ,Never ,About once a week ,Never ,Less than once a week ,Chikwawa,Chikwawa,Sweep it into the bush ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,471,POINT (3868676.446003425 -1798635.646420583)
472,HH428HK,2,3,0,0,5,Unemployed ,,50.9678302532512,PSLC ,Mattress (GRASS) on floor  ,1,4000,Five ,2,Often,Sometimes,1,4,Sand/soil,Other (specify),Tube well / borehole ,No,Never ,Never ,Less than once a week ,Less than once a week ,Never ,Never ,Never ,Never ,Never ,,,Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,My own judgement? ,Unsure,Unsure,472,POINT (3868829.042091524 -1795139.845393708)
473,HH421VK,2,2,0,0,4,Unemployed ,,32.407939767282684,MSCE ,Bed and Matress ,0,10000,Four ,2,Sometimes,Never,2,4,Cement,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",About once a week ,Never ,Never ,About once a week ,Several times a week ,Never ,About once a week ,About once a week ,Several times a week ,Dyeratu,Dyeratu,Sweep it into the bush ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Unsure,473,POINT (3865998.717420604 -1808988.888799008)
474,HH441NK,3,0,1,0,4,Unemployed ,,24.424366872005475,MSCE ,Cloth / Sack on floor  ,0,30000,Four ,0,Sometimes,Often,2,3,Cement,Borrow a toilet close by ,Tube well / borehole ,No,About once a week ,About once a week ,Less than once a week ,Never ,Less than once a week ,Never ,Less than once a week ,Never ,About once a week ,DYERATU,DYERATU,Use it as manure ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Cure sick animals ,474,POINT (3868999.437389437 -1798243.354064026)
475,HH416PK,2,1,1,0,4,Paid employee ,Unskilled manual ,35.011635865845314,JCE  ,Other ,1,20000,More than 5,1,Sometimes,Sometimes,1,4,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,About once a week ,Never ,Less than once a week ,Several times a week ,Never ,Less than once a week ,About once a week ,About once a week ,Dyeratu,Dyeratu,Put it in the refuse pit ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Farmers or other households ,Prevent animals from becoming sick ,Unsure,475,POINT (3871449.711639095 -1810620.299616026)
476,HH440PK,2,0,1,0,3,Unemployed ,,30.68583162217659,PSLC ,Bed alone  ,0,10000,Three ,0,Sometimes,Never,2,3,Cement,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,Less than once a week ,Less than once a week ,About once a week ,Never ,Less than once a week ,About once a week ,About once a week ,Dyeratu,Dyeratu,Sweep it into the bush ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,476,POINT (3868918.042091524 -1795117.845393708)
477,HH487WK,3,1,0,1,5,Self employed ,Skilled manual ,49.842573579739906,None ,Mattress (GRASS) on floor  ,1,25000,More than 5,2,Often,Often,2,4,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,About once a week ,Never ,Several times a week ,Mobile market,Dyeratu market,Nothing ,Self-feeding with hands ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,477,POINT (3870810.926094089 -1811009.357307377)
478,HH469XK,2,2,0,0,4,Unemployed ,,60.4435318275154,PSLC ,Cloth / Sack on floor  ,1,15000,One (respondents) ,2,Sometimes,Often,1,3,Sand/soil,Urinate/defaecate in the open ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,Several times a week ,Less than once a week ,Less than once a week ,About once a week ,,Dyeratu,Nothing ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Referral Hospital (QECH) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,478,POINT (3871050.380989288 -1800452.051320676)
479,HH425NK,2,3,0,1,6,Unemployed ,,44.78302532511978,JCE  ,Cloth / Sack on floor  ,0,20000,More than 5,3,Sometimes,Never,3,5,Cement,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,About once a week ,About once a week ,Several times a week ,Never ,Several times a week ,Never ,Less than once a week ,Dyeratu,Dyeratu,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Unsure,479,POINT (3871440.711639095 -1810593.299616026)
480,HH451JK,2,0,1,1,4,Unemployed ,,34.12731006160164,PSLC ,Mattress (GRASS) on floor  ,1,10000,More than 5,0,Sometimes,Sometimes,2,5,Sand/soil,Urinate/defaecate in the open ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,Never ,Less than once a week ,Never ,Less than once a week ,,In the village,Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,480,POINT (3868912.042091524 -1795179.845393708)
481,HH436HK,3,0,0,0,3,Paid employee ,Unskilled manual ,60.53661875427789,None ,Cloth / Sack on floor  ,1,30,Four ,1,Sometimes,Never,1,4,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, solar powered lights ",Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Several times a week ,Never ,Less than once a week ,About once a week ,,,Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Cure sick animals ,481,POINT (3868901.042091524 -1795069.845393708)
482,HH4577K,2,3,1,0,6,Unemployed ,,32.70636550308008,PSLC ,Cloth / Sack on floor  ,0,3000,Four ,3,Often,Sometimes,1,2,Sand/soil,Use public toilet ,Piped outside dwelling ,"Yes, gas powered lights ",Never ,Less than once a week ,About once a week ,Never ,Several times a week ,Never ,Less than once a week ,Never ,Less than once a week ,Chikwawa,Chikwawa,Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,482,POINT (3871715.55183964 -1803033.755862434)
483,HH443JK,2,0,1,1,4,Unemployed ,,32.73921971252567,None ,Cloth / Sack on floor  ,0,20000,Two ,1,Often,Sometimes,1,2,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, solar powered lights ",Never ,Less than once a week ,About once a week ,About once a week ,Less than once a week ,About once a week ,Less than once a week ,About once a week ,About once a week ,DYERATU,DYERATU,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,483,POINT (3871998.953449043 -1806805.793707716)
484,HH423RK,1,3,0,0,4,Unemployed ,,32.2984257357974,PSLC ,Mattress (GRASS) on floor  ,1,1000,Four ,0,Often,Often,1,4,Sand/soil,Urinate/defaecate in the open ,Tube well / borehole ,No,Never ,About once a week ,Never ,Never ,Never ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,,NEDI market,Sweep it into the bush ,Self-feeding with hands ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Cure sick animals ,Cure sick animals ,484,POINT (3868890.042091524 -1795166.845393708)
485,HH428HK,2,3,0,0,5,Unemployed ,,50.9678302532512,PSLC ,Mattress (GRASS) on floor  ,1,4000,Five ,2,Often,Sometimes,1,4,Sand/soil,Other (specify),Tube well / borehole ,No,Never ,Never ,Less than once a week ,Less than once a week ,Never ,Never ,Never ,Never ,Never ,,,Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,My own judgement? ,Unsure,Unsure,485,POINT (3868871.042091524 -1795161.845393708)
486,HH4913K,2,1,0,0,3,Unemployed ,,44.48733744010951,PSLC ,Mattress (GRASS) on floor  ,1,24000,More than 5,1,Sometimes,Sometimes,3,3,Sand/soil,Other (specify),Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,Never ,Less than once a week ,Never ,Less than once a week ,,Local market in our area,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,486,POINT (3868670.446003425 -1798597.646420583)
